item_id,a,b,c,category,subcategory,tags,question,alternatives,correct,source,active,notes
SYN-1PL-350,1.0,1.02,0.0,D2,,,,,,SYN,1,
SYN-1PL-351,1.0,-1.0777,0.0,D3,,,,,,SYN,1,
SYN-1PL-352,1.0,1.3753,0.0,D4,,,,,,SYN,1,
SYN-1PL-353,1.0,1.6941,0.0,D1,,,,,,SYN,1,
SYN-1PL-354,1.0,0.7624,0.0,D2,,,,,,SYN,1,
SYN-1PL-355,1.0,0.9041,0.0,D3,,,,,,SYN,1,
SYN-1PL-356,1.0,1.8578,0.0,D4,,,,,,SYN,1,
SYN-1PL-357,1.0,-1.1021,0.0,D1,,,,,,SYN,1,
SYN-1PL-358,1.0,0.2539,0.0,D2,,,,,,SYN,1,
SYN-1PL-359,1.0,0.2391,0.0,D3,,,,,,SYN,1,
SYN-1PL-360,1.0,-0.9671,0.0,D4,,,,,,SYN,1,
SYN-1PL-361,1.0,2.0118,0.0,D1,,,,,,SYN,1,
SYN-1PL-362,1.0,-0.5807,0.0,D2,,,,,,SYN,1,
