item_id,a,b,c,category,subcategory,tags,question,alternatives,correct,source,active,notes
SYN-3PL-038,0.8718,-2.2072,0.3055,D2,,,,,,SYN,1,
SYN-3PL-039,1.1641,-0.8265,0.1926,D3,,,,,,SYN,1,
SYN-3PL-040,1.3008,-1.1283,0.2069,D4,,,,,,SYN,1,
SYN-3PL-041,1.0632,-0.7705,0.1599,D1,,,,,,SYN,1,
SYN-3PL-042,0.8283,-0.4096,0.1578,D2,,,,,,SYN,1,
SYN-3PL-043,0.7806,1.1958,0.2887,D3,,,,,,SYN,1,
SYN-3PL-044,1.5423,-1.0602,0.176,D4,,,,,,SYN,1,
SYN-3PL-045,1.195,-0.979,0.1911,D1,,,,,,SYN,1,
SYN-3PL-046,1.241,-0.7985,0.2053,D2,,,,,,SYN,1,
SYN-3PL-047,1.9252,-0.6095,0.1943,D3,,,,,,SYN,1,
SYN-3PL-048,0.7829,-0.6995,0.1677,D4,,,,,,SYN,1,
SYN-3PL-049,2.1551,-1.3907,0.3602,D1,,,,,,SYN,1,
SYN-3PL-050,2.5735,0.1915,0.1954,D2,,,,,,SYN,1,
SYN-3PL-051,1.625,-0.1954,0.3176,D3,,,,,,SYN,1,
SYN-3PL-052,1.2816,0.9281,0.0903,D4,,,,,,SYN,1,
SYN-3PL-053,0.8194,1.1699,0.1908,D1,,,,,,SYN,1,
SYN-3PL-054,1.3476,-1.6199,0.3513,D2,,,,,,SYN,1,
SYN-3PL-055,0.8756,1.5087,0.2257,D3,,,,,,SYN,1,
SYN-3PL-056,0.9935,0.4485,0.3163,D4,,,,,,SYN,1,
SYN-3PL-057,0.9166,1.2036,0.1514,D1,,,,,,SYN,1,
SYN-3PL-058,1.0889,-0.1537,0.3861,D2,,,,,,SYN,1,
SYN-3PL-059,1.4717,0.585,0.2496,D3,,,,,,SYN,1,
SYN-3PL-060,0.8465,0.5012,0.2209,D4,,,,,,SYN,1,
SYN-3PL-061,0.7441,1.2818,0.2451,D1,,,,,,SYN,1,
SYN-3PL-062,0.7402,-0.6692,0.2903,D2,,,,,,SYN,1,
SYN-3PL-063,0.7479,-0.6603,0.2108,D3,,,,,,SYN,1,
SYN-3PL-064,0.6509,-0.3097,0.1348,D4,,,,,,SYN,1,
SYN-3PL-065,0.7604,1.2957,0.1265,D1,,,,,,SYN,1,
SYN-3PL-066,1.474,1.4707,0.1639,D2,,,,,,SYN,1,
SYN-3PL-067,0.8369,-1.1663,0.116,D3,,,,,,SYN,1,
SYN-3PL-068,1.0802,0.486,0.2708,D4,,,,,,SYN,1,
SYN-3PL-069,0.6941,-0.0768,0.2399,D1,,,,,,SYN,1,
SYN-3PL-070,1.0522,-0.2782,0.2667,D2,,,,,,SYN,1,
SYN-3PL-071,0.5932,0.4954,0.26,D3,,,,,,SYN,1,
SYN-3PL-072,0.8109,1.8184,0.141,D4,,,,,,SYN,1,
SYN-3PL-073,1.9667,0.5531,0.1636,D1,,,,,,SYN,1,
SYN-3PL-074,0.8395,-0.4903,0.2704,D2,,,,,,SYN,1,
SYN-3PL-075,1.3993,-0.6593,0.2375,D3,,,,,,SYN,1,
SYN-3PL-076,1.1463,0.4761,0.2621,D4,,,,,,SYN,1,
SYN-3PL-077,0.9551,0.2356,0.199,D1,,,,,,SYN,1,
SYN-3PL-078,0.8223,1.11,0.1402,D2,,,,,,SYN,1,
SYN-3PL-079,1.4712,1.3781,0.2063,D3,,,,,,SYN,1,
SYN-3PL-080,0.9482,0.2351,0.1263,D4,,,,,,SYN,1,
SYN-3PL-081,1.5813,0.5943,0.303,D1,,,,,,SYN,1,
SYN-3PL-082,0.806,1.6603,0.0988,D2,,,,,,SYN,1,
SYN-3PL-083,1.0174,1.288,0.262,D3,,,,,,SYN,1,
SYN-3PL-084,1.1499,-0.9103,0.2309,D4,,,,,,SYN,1,
SYN-3PL-085,1.1185,-1.4374,0.2548,D1,,,,,,SYN,1,
SYN-3PL-086,0.6906,-1.3721,0.1615,D2,,,,,,SYN,1,
SYN-3PL-087,0.8194,-1.763,0.1794,D3,,,,,,SYN,1,
SYN-3PL-088,0.9429,0.3804,0.3028,D4,,,,,,SYN,1,
SYN-3PL-089,0.7741,-1.2609,0.2201,D1,,,,,,SYN,1,
SYN-3PL-090,1.2253,0.6732,0.206,D2,,,,,,SYN,1,
SYN-3PL-091,1.1929,-0.83,0.2808,D3,,,,,,SYN,1,
SYN-3PL-092,0.5559,0.9447,0.3086,D4,,,,,,SYN,1,
SYN-3PL-093,0.5818,0.6208,0.2217,D1,,,,,,SYN,1,
SYN-3PL-094,0.6808,0.1456,0.1307,D2,,,,,,SYN,1,
SYN-3PL-095,1.0358,0.4384,0.3537,D3,,,,,,SYN,1,
SYN-3PL-096,1.8403,-1.3052,0.2679,D4,,,,,,SYN,1,
SYN-3PL-097,0.8916,-2.4869,0.3175,D1,,,,,,SYN,1,
SYN-3PL-098,1.0781,-0.5795,0.0954,D2,,,,,,SYN,1,
SYN-3PL-099,0.7269,0.4095,0.3432,D3,,,,,,SYN,1,
SYN-3PL-100,0.7305,-1.344,0.3602,D4,,,,,,SYN,1,
SYN-3PL-101,0.5559,0.6127,0.2125,D1,,,,,,SYN,1,
SYN-3PL-102,0.9915,0.5567,0.0781,D2,,,,,,SYN,1,
SYN-3PL-103,1.3287,0.0765,0.0838,D3,,,,,,SYN,1,
SYN-3PL-104,0.8985,0.2169,0.3461,D4,,,,,,SYN,1,
SYN-3PL-105,1.5203,-0.1376,0.2562,D1,,,,,,SYN,1,
SYN-3PL-106,1.0612,0.0972,0.2577,D2,,,,,,SYN,1,
SYN-3PL-107,0.9891,-1.3179,0.2949,D3,,,,,,SYN,1,
SYN-3PL-108,1.1679,1.0067,0.203,D4,,,,,,SYN,1,
SYN-3PL-109,1.1574,0.2946,0.0835,D1,,,,,,SYN,1,
SYN-3PL-110,1.4111,0.4888,0.2109,D2,,,,,,SYN,1,
SYN-3PL-111,0.7862,-0.8014,0.294,D3,,,,,,SYN,1,
SYN-3PL-112,0.5034,-1.5404,0.1647,D4,,,,,,SYN,1,
SYN-3PL-113,1.035,1.1812,0.358,D1,,,,,,SYN,1,
SYN-3PL-114,0.8323,-1.5281,0.1829,D2,,,,,,SYN,1,
SYN-3PL-115,0.9919,-0.3859,0.1855,D3,,,,,,SYN,1,
SYN-3PL-116,1.6476,-0.1651,0.3438,D4,,,,,,SYN,1,
SYN-3PL-117,0.7183,0.196,0.319,D1,,,,,,SYN,1,
SYN-3PL-118,1.2579,0.2736,0.4867,D2,,,,,,SYN,1,
SYN-3PL-119,1.3281,-0.0722,0.2446,D3,,,,,,SYN,1,
SYN-3PL-120,1.1482,-1.4863,0.1535,D4,,,,,,SYN,1,
SYN-3PL-121,1.3987,-0.3296,0.1985,D1,,,,,,SYN,1,
SYN-3PL-122,0.8715,-0.1438,0.2218,D2,,,,,,SYN,1,
SYN-3PL-123,0.8151,0.4843,0.1033,D3,,,,,,SYN,1,
SYN-3PL-124,1.3657,0.1852,0.1458,D4,,,,,,SYN,1,
SYN-3PL-125,1.2412,1.0826,0.2787,D1,,,,,,SYN,1,
SYN-3PL-126,1.5176,0.7882,0.2477,D2,,,,,,SYN,1,
SYN-3PL-127,1.0658,-1.3294,0.2324,D3,,,,,,SYN,1,
SYN-3PL-128,1.6275,0.0146,0.1366,D4,,,,,,SYN,1,
SYN-3PL-129,0.9189,0.3894,0.3643,D1,,,,,,SYN,1,
SYN-3PL-130,0.7275,-0.5595,0.2741,D2,,,,,,SYN,1,
SYN-3PL-131,0.5427,1.4592,0.0539,D3,,,,,,SYN,1,
SYN-3PL-132,0.7186,-0.6022,0.107,D4,,,,,,SYN,1,
SYN-3PL-133,1.2783,-1.344,0.325,D1,,,,,,SYN,1,
SYN-3PL-134,0.6444,-1.8274,0.1031,D2,,,,,,SYN,1,
SYN-3PL-135,0.8731,-0.5179,0.3354,D3,,,,,,SYN,1,
SYN-3PL-136,1.8813,-0.5129,0.359,D4,,,,,,SYN,1,
SYN-3PL-137,1.2892,-0.4247,0.2251,D1,,,,,,SYN,1,
SYN-3PL-138,1.7114,-2.2592,0.338,D2,,,,,,SYN,1,
SYN-3PL-139,0.7427,-0.0322,0.3261,D3,,,,,,SYN,1,
SYN-3PL-140,0.4781,1.1089,0.3216,D4,,,,,,SYN,1,
SYN-3PL-141,1.576,-0.6839,0.2184,D1,,,,,,SYN,1,
SYN-3PL-142,0.6537,0.5674,0.3093,D2,,,,,,SYN,1,
SYN-3PL-143,1.0277,-0.6536,0.2338,D3,,,,,,SYN,1,
SYN-3PL-144,1.0673,-0.8547,0.2521,D4,,,,,,SYN,1,
SYN-3PL-145,0.7523,1.3185,0.1824,D1,,,,,,SYN,1,
SYN-3PL-146,1.5933,0.7011,0.2643,D2,,,,,,SYN,1,
SYN-3PL-147,1.5917,0.8663,0.166,D3,,,,,,SYN,1,
SYN-3PL-148,1.1799,2.3197,0.2208,D4,,,,,,SYN,1,
SYN-3PL-149,0.9912,-0.009,0.337,D1,,,,,,SYN,1,
SYN-3PL-150,1.0591,-0.0248,0.147,D2,,,,,,SYN,1,
SYN-3PL-151,0.7198,0.1373,0.1663,D3,,,,,,SYN,1,
SYN-3PL-152,0.9308,1.4354,0.3054,D4,,,,,,SYN,1,
SYN-3PL-153,0.969,0.9447,0.2208,D1,,,,,,SYN,1,
SYN-3PL-154,0.7744,-0.8917,0.3742,D2,,,,,,SYN,1,
SYN-3PL-155,1.2902,-0.8227,0.2172,D3,,,,,,SYN,1,
SYN-3PL-156,0.6518,0.3746,0.088,D4,,,,,,SYN,1,
SYN-3PL-157,0.8728,0.5067,0.232,D1,,,,,,SYN,1,
SYN-3PL-158,0.5087,0.4696,0.2943,D2,,,,,,SYN,1,
SYN-3PL-159,1.1607,0.5496,0.3188,D3,,,,,,SYN,1,
SYN-3PL-160,1.2495,-0.1908,0.1285,D4,,,,,,SYN,1,
SYN-3PL-161,1.2049,0.6167,0.1668,D1,,,,,,SYN,1,
SYN-3PL-162,2.3999,0.6446,0.2962,D2,,,,,,SYN,1,
SYN-3PL-163,1.3257,-0.8945,0.1584,D3,,,,,,SYN,1,
SYN-3PL-164,0.7538,-1.2577,0.2045,D4,,,,,,SYN,1,
SYN-3PL-165,2.2235,0.2369,0.1879,D1,,,,,,SYN,1,
SYN-3PL-166,0.7587,-0.4091,0.1715,D2,,,,,,SYN,1,
SYN-3PL-167,1.267,-1.4396,0.16,D3,,,,,,SYN,1,
SYN-3PL-168,1.2497,0.7744,0.2385,D4,,,,,,SYN,1,
SYN-3PL-169,0.768,0.4218,0.0924,D1,,,,,,SYN,1,
SYN-3PL-170,1.5198,1.3947,0.2622,D2,,,,,,SYN,1,
SYN-3PL-171,1.1122,-0.0535,0.2258,D3,,,,,,SYN,1,
SYN-3PL-172,1.1868,0.0756,0.219,D4,,,,,,SYN,1,
SYN-3PL-173,0.8165,-1.4437,0.2268,D1,,,,,,SYN,1,
SYN-3PL-174,1.4781,1.4106,0.1528,D2,,,,,,SYN,1,
SYN-3PL-175,0.7724,0.6165,0.4044,D3,,,,,,SYN,1,
SYN-3PL-176,0.5864,0.8935,0.2527,D4,,,,,,SYN,1,
SYN-3PL-177,1.5335,-0.2516,0.392,D1,,,,,,SYN,1,
SYN-3PL-178,0.8798,-0.0615,0.3265,D2,,,,,,SYN,1,
SYN-3PL-179,1.0131,0.3251,0.0421,D3,,,,,,SYN,1,
SYN-3PL-180,1.7804,-0.7619,0.1552,D4,,,,,,SYN,1,
SYN-3PL-181,1.4063,-0.7823,0.2197,D1,,,,,,SYN,1,
SYN-3PL-182,1.209,1.9922,0.273,D2,,,,,,SYN,1,
SYN-3PL-183,1.3785,0.3363,0.1299,D3,,,,,,SYN,1,
SYN-3PL-184,0.8039,-0.698,0.2426,D4,,,,,,SYN,1,
SYN-3PL-185,1.2535,-1.4326,0.1423,D1,,,,,,SYN,1,
SYN-3PL-186,1.3951,-1.187,0.1451,D2,,,,,,SYN,1,
SYN-3PL-187,1.2544,0.3184,0.2452,D3,,,,,,SYN,1,
SYN-3PL-188,0.9406,-0.9696,0.1778,D4,,,,,,SYN,1,
SYN-3PL-189,0.3249,-1.0957,0.1714,D1,,,,,,SYN,1,
SYN-3PL-190,1.182,-0.2227,0.2562,D2,,,,,,SYN,1,
SYN-3PL-191,1.0351,0.3464,0.2387,D3,,,,,,SYN,1,
SYN-3PL-192,0.8951,1.2709,0.1377,D4,,,,,,SYN,1,
SYN-3PL-193,1.2629,-0.8353,0.2082,D1,,,,,,SYN,1,
SYN-3PL-194,1.083,-0.7123,0.2675,D2,,,,,,SYN,1,
SYN-3PL-195,1.0631,0.3542,0.3756,D3,,,,,,SYN,1,
SYN-3PL-196,0.6408,-0.501,0.1469,D4,,,,,,SYN,1,
SYN-3PL-197,0.6455,0.8223,0.1687,D1,,,,,,SYN,1,
SYN-3PL-198,1.1176,-0.4836,0.1647,D2,,,,,,SYN,1,
SYN-3PL-199,1.0231,-1.347,0.2831,D3,,,,,,SYN,1,
SYN-3PL-200,1.0425,-0.7297,0.1607,D4,,,,,,SYN,1,
SYN-3PL-201,1.0511,-1.5719,0.1867,D1,,,,,,SYN,1,
SYN-3PL-202,1.1314,-0.549,0.1717,D2,,,,,,SYN,1,
SYN-3PL-203,1.0109,0.4626,0.2696,D3,,,,,,SYN,1,
SYN-3PL-204,1.0485,0.0332,0.2594,D4,,,,,,SYN,1,
SYN-3PL-205,1.0799,-0.1361,0.2419,D1,,,,,,SYN,1,
SYN-3PL-206,1.3216,-1.2986,0.263,D2,,,,,,SYN,1,
SYN-3PL-207,0.8569,-0.7802,0.1569,D3,,,,,,SYN,1,
SYN-3PL-208,1.2661,-0.408,0.148,D4,,,,,,SYN,1,
SYN-3PL-209,1.2104,0.2267,0.4105,D1,,,,,,SYN,1,
SYN-3PL-210,1.0321,2.5072,0.2208,D2,,,,,,SYN,1,
SYN-3PL-211,0.8672,-0.7076,0.2672,D3,,,,,,SYN,1,
SYN-3PL-212,1.1171,0.9202,0.256,D4,,,,,,SYN,1,
SYN-3PL-213,1.2959,-1.1772,0.1417,D1,,,,,,SYN,1,
SYN-3PL-214,0.7243,-1.0601,0.2289,D2,,,,,,SYN,1,
SYN-3PL-215,1.0188,-1.997,0.2277,D3,,,,,,SYN,1,
SYN-3PL-216,1.0196,-0.8084,0.1865,D4,,,,,,SYN,1,
SYN-3PL-217,0.8201,1.0175,0.326,D1,,,,,,SYN,1,
SYN-3PL-218,0.8305,-0.0504,0.182,D2,,,,,,SYN,1,
SYN-3PL-219,0.6279,1.1913,0.1146,D3,,,,,,SYN,1,
SYN-3PL-220,0.7182,-0.5287,0.3397,D4,,,,,,SYN,1,
SYN-3PL-221,0.6305,1.0365,0.1387,D1,,,,,,SYN,1,
SYN-3PL-222,0.8311,-0.5859,0.1785,D2,,,,,,SYN,1,
SYN-3PL-223,0.8454,0.8564,0.2193,D3,,,,,,SYN,1,
SYN-3PL-224,0.8501,1.6036,0.2466,D4,,,,,,SYN,1,
SYN-3PL-225,1.118,-0.2595,0.296,D1,,,,,,SYN,1,
SYN-3PL-226,0.9453,-1.3812,0.2464,D2,,,,,,SYN,1,
SYN-3PL-227,0.8036,1.8062,0.2058,D3,,,,,,SYN,1,
SYN-3PL-228,0.8053,-0.9014,0.1288,D4,,,,,,SYN,1,
SYN-3PL-229,0.7122,-0.5969,0.3461,D1,,,,,,SYN,1,
SYN-3PL-230,0.9428,-0.342,0.2501,D2,,,,,,SYN,1,
SYN-3PL-231,0.9378,0.8833,0.1422,D3,,,,,,SYN,1,
SYN-3PL-232,1.6272,0.658,0.1649,D4,,,,,,SYN,1,
SYN-3PL-233,1.5845,0.624,0.1208,D1,,,,,,SYN,1,
SYN-3PL-234,1.5579,-0.3047,0.21,D2,,,,,,SYN,1,
SYN-3PL-235,1.866,-0.224,0.2909,D3,,,,,,SYN,1,
SYN-3PL-236,0.6941,0.7917,0.2207,D4,,,,,,SYN,1,
SYN-3PL-237,1.2237,1.6367,0.217,D1,,,,,,SYN,1,
SYN-3PL-238,1.2565,-1.2767,0.1998,D2,,,,,,SYN,1,
SYN-3PL-239,1.1536,1.2264,0.1391,D3,,,,,,SYN,1,
SYN-3PL-240,1.8927,0.9405,0.2208,D4,,,,,,SYN,1,
SYN-3PL-241,2.1412,0.6386,0.133,D1,,,,,,SYN,1,
SYN-3PL-242,1.3415,-0.717,0.1945,D2,,,,,,SYN,1,
SYN-3PL-243,1.2165,0.0819,0.1164,D3,,,,,,SYN,1,
SYN-3PL-244,0.7141,0.3742,0.0953,D4,,,,,,SYN,1,
SYN-3PL-245,0.7145,-0.6535,0.1253,D1,,,,,,SYN,1,
SYN-3PL-246,1.2338,1.1698,0.3059,D2,,,,,,SYN,1,
SYN-3PL-247,0.9776,-0.4791,0.2931,D3,,,,,,SYN,1,
SYN-3PL-248,0.6709,1.5316,0.1438,D4,,,,,,SYN,1,
SYN-3PL-249,0.9635,-1.5028,0.2133,D1,,,,,,SYN,1,
SYN-3PL-250,1.1141,-1.3779,0.1134,D2,,,,,,SYN,1,
SYN-3PL-251,1.3242,-1.8996,0.264,D3,,,,,,SYN,1,
SYN-3PL-252,0.9682,0.7089,0.29,D4,,,,,,SYN,1,
SYN-3PL-253,0.9224,-0.9095,0.4287,D1,,,,,,SYN,1,
SYN-3PL-254,1.0019,-0.8266,0.2259,D2,,,,,,SYN,1,
SYN-3PL-255,1.0533,0.9072,0.219,D3,,,,,,SYN,1,
SYN-3PL-256,0.7054,1.732,0.343,D4,,,,,,SYN,1,
SYN-3PL-257,1.284,-0.7598,0.1208,D1,,,,,,SYN,1,
SYN-3PL-258,1.9292,1.3593,0.3331,D2,,,,,,SYN,1,
SYN-3PL-259,1.2767,0.534,0.1412,D3,,,,,,SYN,1,
SYN-3PL-260,0.6476,-0.0208,0.1626,D4,,,,,,SYN,1,
SYN-3PL-261,1.0288,-1.2059,0.1935,D1,,,,,,SYN,1,
SYN-3PL-262,0.5888,-1.4205,0.2559,D2,,,,,,SYN,1,
SYN-3PL-263,0.5777,0.0535,0.3795,D3,,,,,,SYN,1,
SYN-3PL-264,1.2187,0.1232,0.4331,D4,,,,,,SYN,1,
SYN-3PL-265,1.0236,-0.7023,0.2654,D1,,,,,,SYN,1,
SYN-3PL-266,0.8137,-1.0029,0.1222,D2,,,,,,SYN,1,
SYN-3PL-267,0.5346,-1.3286,0.1433,D3,,,,,,SYN,1,
SYN-3PL-268,0.6834,0.3449,0.2337,D4,,,,,,SYN,1,
SYN-3PL-269,1.0499,0.665,0.2127,D1,,,,,,SYN,1,
SYN-3PL-270,1.0096,0.7098,0.2801,D2,,,,,,SYN,1,
SYN-3PL-271,1.2299,0.6042,0.0905,D3,,,,,,SYN,1,
SYN-3PL-272,1.5794,-0.5544,0.1042,D4,,,,,,SYN,1,
SYN-3PL-273,0.9032,1.5909,0.1742,D1,,,,,,SYN,1,
SYN-3PL-274,1.1511,-1.0192,0.1392,D2,,,,,,SYN,1,
SYN-3PL-275,0.9595,0.5596,0.2274,D3,,,,,,SYN,1,
SYN-3PL-276,0.8616,-0.4124,0.1958,D4,,,,,,SYN,1,
SYN-3PL-277,0.9292,-1.1281,0.176,D1,,,,,,SYN,1,
SYN-3PL-278,1.3341,-0.6575,0.2519,D2,,,,,,SYN,1,
SYN-3PL-279,0.7345,0.5363,0.1528,D3,,,,,,SYN,1,
SYN-3PL-280,1.4082,1.0788,0.2307,D4,,,,,,SYN,1,
SYN-3PL-281,1.5577,0.314,0.2068,D1,,,,,,SYN,1,
SYN-3PL-282,1.0108,-2.9443,0.277,D2,,,,,,SYN,1,
SYN-3PL-283,1.0795,0.7266,0.1851,D3,,,,,,SYN,1,
SYN-3PL-284,0.6547,-2.1357,0.2983,D4,,,,,,SYN,1,
SYN-3PL-285,2.0303,1.9198,0.1794,D1,,,,,,SYN,1,
SYN-3PL-286,1.3413,0.2087,0.3,D2,,,,,,SYN,1,
SYN-3PL-287,1.053,0.1391,0.2753,D3,,,,,,SYN,1,
SYN-3PL-288,1.0174,0.9972,0.2715,D4,,,,,,SYN,1,
SYN-3PL-289,1.1449,-0.2911,0.215,D1,,,,,,SYN,1,
SYN-3PL-290,0.8225,-0.2654,0.0962,D2,,,,,,SYN,1,
SYN-3PL-291,1.0887,-0.3897,0.1452,D3,,,,,,SYN,1,
SYN-3PL-292,0.758,0.1213,0.245,D4,,,,,,SYN,1,
SYN-3PL-293,1.1609,0.0758,0.2249,D1,,,,,,SYN,1,
SYN-3PL-294,0.8159,0.221,0.2027,D2,,,,,,SYN,1,
SYN-3PL-295,1.3082,-3.3375,0.2169,D3,,,,,,SYN,1,
SYN-3PL-296,0.9645,-0.1022,0.2429,D4,,,,,,SYN,1,
SYN-3PL-297,1.084,-1.6057,0.3423,D1,,,,,,SYN,1,
SYN-3PL-298,2.4309,2.7229,0.3266,D2,,,,,,SYN,1,
SYN-3PL-299,1.2729,0.7897,0.2647,D3,,,,,,SYN,1,
SYN-3PL-300,1.0837,0.9256,0.1713,D4,,,,,,SYN,1,
SYN-3PL-301,1.0134,0.4678,0.1569,D1,,,,,,SYN,1,
SYN-3PL-302,0.7322,0.6645,0.2831,D2,,,,,,SYN,1,
SYN-3PL-303,1.3844,-0.9068,0.1012,D3,,,,,,SYN,1,
SYN-3PL-304,1.6172,0.782,0.371,D4,,,,,,SYN,1,
SYN-3PL-305,1.0195,0.8517,0.2562,D1,,,,,,SYN,1,
SYN-3PL-306,1.6537,0.1741,0.3017,D2,,,,,,SYN,1,
SYN-3PL-307,0.9669,0.7689,0.3616,D3,,,,,,SYN,1,
SYN-3PL-308,0.5875,1.0587,0.0523,D4,,,,,,SYN,1,
SYN-3PL-309,0.822,0.0101,0.0388,D1,,,,,,SYN,1,
SYN-3PL-310,0.7283,-1.1247,0.3893,D2,,,,,,SYN,1,
SYN-3PL-311,0.9209,0.8196,0.1835,D3,,,,,,SYN,1,
SYN-3PL-312,1.2069,1.528,0.3123,D4,,,,,,SYN,1,
SYN-3PL-313,0.7568,-1.1981,0.2247,D1,,,,,,SYN,1,
SYN-3PL-314,0.9762,1.1663,0.2456,D2,,,,,,SYN,1,
SYN-3PL-315,1.0616,0.2605,0.1555,D3,,,,,,SYN,1,
SYN-3PL-316,0.8026,0.6169,0.1963,D4,,,,,,SYN,1,
SYN-3PL-317,0.7612,0.8481,0.114,D1,,,,,,SYN,1,
SYN-3PL-318,1.0265,-1.0625,0.1819,D2,,,,,,SYN,1,
SYN-3PL-319,1.2992,0.2936,0.1969,D3,,,,,,SYN,1,
SYN-3PL-320,0.8345,1.0245,0.1251,D4,,,,,,SYN,1,
SYN-3PL-321,0.7982,1.4285,0.4063,D1,,,,,,SYN,1,
SYN-3PL-322,0.9585,0.8762,0.3533,D2,,,,,,SYN,1,
SYN-3PL-323,1.0909,-0.9324,0.1588,D3,,,,,,SYN,1,
SYN-3PL-324,0.8497,0.2068,0.2296,D4,,,,,,SYN,1,
SYN-3PL-325,0.9046,-0.2463,0.2241,D1,,,,,,SYN,1,
SYN-3PL-326,0.933,0.0659,0.1522,D2,,,,,,SYN,1,
SYN-3PL-327,0.722,1.1164,0.2129,D3,,,,,,SYN,1,
SYN-3PL-328,0.9481,-1.3952,0.1359,D4,,,,,,SYN,1,
SYN-3PL-329,0.8453,0.5261,0.1171,D1,,,,,,SYN,1,
SYN-3PL-330,1.608,0.4499,0.1384,D2,,,,,,SYN,1,
SYN-3PL-331,0.8562,-0.9709,0.2607,D3,,,,,,SYN,1,
SYN-3PL-332,1.147,1.1324,0.2024,D4,,,,,,SYN,1,
SYN-3PL-333,1.1206,-0.585,0.2396,D1,,,,,,SYN,1,
SYN-3PL-334,0.715,0.0473,0.2492,D2,,,,,,SYN,1,
SYN-3PL-335,0.6875,-2.5976,0.2503,D3,,,,,,SYN,1,
SYN-3PL-336,0.8749,1.1258,0.3247,D4,,,,,,SYN,1,
SYN-3PL-337,1.2199,-0.2807,0.1951,D1,,,,,,SYN,1,
SYN-3PL-338,0.842,-0.3143,0.1083,D2,,,,,,SYN,1,
SYN-3PL-339,0.8213,1.4685,0.1563,D3,,,,,,SYN,1,
SYN-3PL-340,0.4189,-1.9392,0.2198,D4,,,,,,SYN,1,
SYN-3PL-341,0.8878,0.8753,0.2848,D1,,,,,,SYN,1,
SYN-3PL-342,1.0983,1.0627,0.1474,D2,,,,,,SYN,1,
SYN-3PL-343,1.1427,-1.9993,0.1503,D3,,,,,,SYN,1,
SYN-3PL-344,1.1374,0.2668,0.0756,D4,,,,,,SYN,1,
SYN-3PL-345,0.9063,-0.3815,0.1934,D1,,,,,,SYN,1,
SYN-3PL-346,0.9341,-1.0552,0.133,D2,,,,,,SYN,1,
